chunk_id,doc_id,title,topic,url,source_type,source_name,section,chunk_order,last_edited,retrieved,chunk_text,db_chunk_id
uni_010_011,uni_010,F-1 STEM OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/f-1-stem-opt-extension,uni,columbia,Gather Your Documents and Information,11,,4/19/2026,These are the documents you will upload when you login to Compass to submit your application for the STEM OPT Extension I-20.,345
uni_010_012,uni_010,F-1 STEM OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/f-1-stem-opt-extension,uni,columbia,Gather Your Documents and Information > ISSO Document and Information Checklist,12,,4/19/2026,"| 1. | Use oursample formto complete theForm I-983 Training Plan. The form must be completed and signed by you and your employer. Do not upload an editable PDF to the ISSO. You must upload a scanned version of the hard copy document. |
| 2. | Copy of your most recentI-94 Arrival Record(not your travel history), which is evidence of F-1 status. Make sure the record indicates you were admitted until ""D/S."" |
| 3. | Copy of front and back of currentPost-Completion OPT EAD. |
| 4. | PriorSTEM Degree Certification Form(onlyif the degree was earned at another school). |
| 5. | The ISSO requires you to take theSTEM OPT Canvas Courseand upload the certification of course completion. |

**Use Compass to Submit Your ISSO Application**

The earliest you can submit your application to the ISSO for your STEM OPT Extension I-20 is 90 days before your OPT expires.

*Please note*: If you submit your application to ISSO in less than 10 business days prior to your filing deadline with USCIS, ISSO cannot guarantee your I-20 will be processed in time.

Please click the appropriate link below:

| ISSO Morningside | ISSO-CUIMC |
| F-1 Students | F-1 Students |

**Not sure of your campus? **Check our [campus school list](https://isso.columbia.edu/content/schools-columbia-campuses).**Need help using Compass? **Learn more on our [Compass User Guide](https://isso.columbia.edu/content/compass-user-guide).",346
uni_010_013,uni_010,F-1 STEM OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/f-1-stem-opt-extension,uni,columbia,We Will Contact You,13,,4/19/2026,"We will send a message to your Columbia email address when your digital STEM OPT I-20 has been processed, which you will need for your USCIS application. Please note that 10 business days is the maximum processing time, not the average, and we will process your request as quickly as possible.",347
uni_010_014,uni_010,F-1 STEM OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/f-1-stem-opt-extension,uni,columbia,Receive Your STEM OPT I-20,14,,4/19/2026,"- Review your new I-20 for accuracy, including the CIP code next to your Progam Major on page one. Review page 2 to verify the STEM OPT dates, then print and sign page 1.
- You must submit your application
**within 60 days after the date this STEM OPT I-20 was issued**and before the expiration of your current EAD or it will be denied. - Always use your most recent I-20 when you travel. Be aware that the travel signature on page 2 is valid for six months (not 12) when you’re on OPT.
- Keep all previously issued I-20s. You may need them for future applications.",348
uni_010_015,uni_010,F-1 STEM OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/f-1-stem-opt-extension,uni,columbia,Submit your STEM OPT I-765 application online through your USCIS account.,15,,4/19/2026,"After you have your STEM OPT I-20, the online application is easy to use. Watch this [short video](https://youtu.be/wksu9QMh_TI) on the many advantages of filing online as compared to mailing a paper application. ISSO continues to highly recommend that you file online.

The ISSO provides the following tips regarding the OPT application, however, please keep in mind that you are responsible for the accuracy of your application to USCIS and following their step-by-step instructions.

While not required for a successful application, USCIS offers premium processing.

If filing close to your deadline, please note that USCIS uses Coordinated Universal Time (UTC), which is several hours ahead of U.S. time, depending on the time zone. ISSO recommends that you plan ahead and submit your application to USCIS at least 1-2 days before the end of your filing window.",349
uni_010_016,uni_010,F-1 STEM OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/f-1-stem-opt-extension,uni,columbia,Submit your STEM OPT I-765 application online through your USCIS account. > 1Create or Log in to Your USCIS Account,16,,4/19/2026,"- Follow instructions for
[creating a USCIS Online Account](https://www.uscis.gov/file-online/how-to-create-a-uscis-online-account), or log in to your USCIS account if you already have one.

- Select “
[File a Form Online](http://uscis.gov/file-online)” and choose “Application for Employment Authorization (I-765)”.

- Follow the instructions and complete each step in the order they are presented to you.",350
uni_010_017,uni_010,F-1 STEM OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/f-1-stem-opt-extension,uni,columbia,Submit your STEM OPT I-765 application online through your USCIS account. > “What is your eligibility category?”,17,,4/19/2026,- Choose “(c)(3)(c) Student STEM Extension.,351
uni_010_018,uni_010,F-1 STEM OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/f-1-stem-opt-extension,uni,columbia,"Submit your STEM OPT I-765 application online through your USCIS account. > ""What is your degree""",18,,4/19/2026,- Write your academic level and the CIP code found on your I-20.,352
uni_010_019,uni_010,F-1 STEM OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/f-1-stem-opt-extension,uni,columbia,"Submit your STEM OPT I-765 application online through your USCIS account. > ""What is your employer's name as listed in E-Verify?",19,,4/19/2026,- Be sure to put the employer's name as listed in E-Verify.,353
uni_010_020,uni_010,F-1 STEM OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/f-1-stem-opt-extension,uni,columbia,Submit your STEM OPT I-765 application online through your USCIS account. > “What is your employer's E-Verify company identification number or a valid E-Verify client company identification number?”,20,,4/19/2026,- The E-Verify number is not the employer's EIN. The E-Verify number is generally 4-7 digits. Check with your employer if you're not sure of the number.,354
uni_010_021,uni_010,F-1 STEM OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/f-1-stem-opt-extension,uni,columbia,Submit your STEM OPT I-765 application online through your USCIS account. > “What is your reason for applying?”,21,,4/19/2026,- Choose the option “Renewal of my permission to accept employment”,355
uni_010_022,uni_010,F-1 STEM OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/f-1-stem-opt-extension,uni,columbia,Submit your STEM OPT I-765 application online through your USCIS account. > “U.S. Mailing Address”,22,,4/19/2026,"- Your U.S. mailing address on the I-765 should be valid for at least four - five months. If you do not have an address that will be valid for four - five months, you can enter the name and U.S. address of a friend or family member under “In Care Of Name (if any).” You may also list a U.S. Post Office address (PO Box) if that is how you receive your mail.",356
uni_010_023,uni_010,F-1 STEM OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/f-1-stem-opt-extension,uni,columbia,Submit your STEM OPT I-765 application online through your USCIS account. > “Status at last arrival”,23,,4/19/2026,"- Scroll down to “F1 - F1 - Student, Academic Or Language Program.”",357
uni_010_024,uni_010,F-1 STEM OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/f-1-stem-opt-extension,uni,columbia,Submit your STEM OPT I-765 application online through your USCIS account. > “What is your A-Number?”,24,,4/19/2026,"- This number is listed on your most recent EAD card, under “USCIS #.”",358
uni_010_025,uni_010,F-1 STEM OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/f-1-stem-opt-extension,uni,columbia,Submit your STEM OPT I-765 application online through your USCIS account. > “What is your USCIS Account Number?”,25,,4/19/2026,"- Enter your USCIS account number if you have it. If not, click the box “I do not have or know my USCIS Online Account Number”.",359
uni_010_026,uni_010,F-1 STEM OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/f-1-stem-opt-extension,uni,columbia,"Submit your STEM OPT I-765 application online through your USCIS account. > ""Passport Photos""",26,,4/19/2026,- Submit two passport-style recent photos (within 30 days) that have not been previously used on other documents.,360
uni_010_027,uni_010,F-1 STEM OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/f-1-stem-opt-extension,uni,columbia,Submit your STEM OPT I-765 application online through your USCIS account. > “I-94 Arrival and Departure Record”,27,,4/19/2026,"- Copy of your most recent
[I-94 arrival](https://i94.cbp.dhs.gov/I94/#/recent-search)record (not your travel history). Make sure the record indicates “Class of Admission: F1"" and “Admit Until Date: D/S,” which stands for duration of status.",361
uni_010_028,uni_010,F-1 STEM OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/f-1-stem-opt-extension,uni,columbia,Submit your STEM OPT I-765 application online through your USCIS account. > “Evidence: College Degree”,28,,4/19/2026,- A diploma AND an official transcript which show your degree and the date it was awarded.,362
uni_010_029,uni_010,F-1 STEM OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/f-1-stem-opt-extension,uni,columbia,Submit your STEM OPT I-765 application online through your USCIS account. > “Evidence: Institutional Accreditation”,29,,4/19/2026,"- This is required
**only**if you are applying for a STEM OPT Extension based on a**prior degree**(i.e. not the OPT degree)",363
uni_010_030,uni_010,F-1 STEM OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/f-1-stem-opt-extension,uni,columbia,Submit your STEM OPT I-765 application online through your USCIS account. > “Application Fee”,30,,4/19/2026,"- Pay the required application fee. Remember that once you pay the fee, there can be no changes to your application as it will be considered submitted.",364
uni_010_031,uni_010,F-1 STEM OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/f-1-stem-opt-extension,uni,columbia,Submit your STEM OPT I-765 application online through your USCIS account. > “Review and Submit”,31,,4/19/2026,"- Check that that you are within the 60-day window after the date your STEM OPT Extension I-20 was issued and before the expiration of your OPT EAD card. Do not submit if it is outside this timeframe, and contact the ISSO for assistance.

- Verify that all information is correct and digitally sign and submit your application.",365
uni_010_032,uni_010,F-1 STEM OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/f-1-stem-opt-extension,uni,columbia,After You Submit Your STEM OPT Application > 1Follow USCIS and USPS guidelines for tracking your EAD delivery,32,,4/19/2026,"Follow USCIS guidelines for [tracking EAD card delivery](https://www.uscis.gov/forms/filing-guidance/how-to-track-delivery-of-your-green-card-employment-authorization-document-ead-and-travel-document). Monitor your application status via your USCIS account and sign up for [USPS informed delivery](https://informeddelivery.usps.com/box/pages/intro/start.action) to track the delivery of your documents.

**Normally, you will receive 2 updates from USCIS before the EAD. **You do not need to contact us when you receive these two updates. If you receive other communication that requires follow up, contact the ISSO for assistance.

1. I-797 Receipt Notice with a case number. You will receive a case number immediately after submitting the online application. Check for accuracy in case there’s an error in your name or other information that needs to be corrected.

2. I-797 Approval Notice",366
uni_010_033,uni_010,F-1 STEM OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/f-1-stem-opt-extension,uni,columbia,After You Submit Your STEM OPT Application > 2Continue working while your application is pending,33,,4/19/2026,"If you filed an application on time for a STEM extension, you will be able to continue employment while the extension application is pending, until a final decision is made or for 180 days, whichever comes first. Your employer may refer to section 7.4.2 of the [I-9 Handbook for Employers](https://www.uscis.gov/i-9-central/642-f-1-and-m-1-nonimmigrant-students) under F-1 STEM OPT Extension.

*If you are changing employers and your application is still pending, please [contact ISSO](https://isso.columbia.edu/content/contact).",367
uni_010_034,uni_010,F-1 STEM OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/f-1-stem-opt-extension,uni,columbia,After You Submit Your STEM OPT Application > 3What to do If USCIS update indicates the EAD was delivered but you didn't receive it,34,,4/19/2026,"Try one of these two methods:

- Use USPS’
[Missing Mail and Lost Package Form](https://www.usps.com/help/missing-mail.htm)to locate your envelope.

- Visit your local US Post Office and ask them for detailed scanning information about where and when your package was scanned.

If USPS lost the EAD, attach a letter from the US Postal Service on official letterhead, stating that the USPS is responsible for the lost EAD, including the contact person from the US Post Office to send an email to the ISSO.

- Morningside: isso@columbia.edu
- CUIMC: cumc-intl-students@columbia.edu",368
uni_010_035,uni_010,F-1 STEM OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/f-1-stem-opt-extension,uni,columbia,After You Submit Your STEM OPT Application > 4What if I receive a biometrics request from USCIS?,35,,4/19/2026,"Applicants filing Form I-765 for employment authorization such as OPT and STEM OPT may receive a notice requiring them to attend a Biometrics Services Appointment at an [ASC](https://www.uscis.gov/about-us/find-a-uscis-office/application-support-centers). The notice with the appointment date and time will be uploaded to your USCIS account. Communication from USCIS regarding your application may also come to you via email or physical mail,mailed to the address listed on the I-765 application. **Frequently monitor your USCIS account for communication that requires follow up.**",369
uni_010_036,uni_010,F-1 STEM OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/f-1-stem-opt-extension,uni,columbia,After You Submit Your STEM OPT Application > 5How to prepare for a biometrics appointment?,36,,4/19/2026,"Please carefully review your USCIS notice for instructions, location, date and time and documents to bring with you to the appointment. For additional information, please visit [USCIS ](https://www.uscis.gov/forms/filing-guidance/preparing-for-your-biometric-services-appointment)website.",370
uni_010_037,uni_010,F-1 STEM OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/f-1-stem-opt-extension,uni,columbia,After You Submit Your STEM OPT Application > 6What happens after a biometrics appointment?,37,,4/19/2026,Check your [USCIS Account](https://my.uscis.gov/) for any updates after your visit.,371
uni_010_038,uni_010,F-1 STEM OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/f-1-stem-opt-extension,uni,columbia,After You Receive the STEM OPT EAD > STEM OPT Reporting Requirements,38,,4/19/2026,"You and your employer have specific STEM OPT reporting obligations throughout your STEM OPT training period. For details, see our webpage on how to [comply with STEM OPT Reporting Requirements](https://isso.columbia.edu/content/stem-opt-reporting) every six months.",372
uni_010_039,uni_010,F-1 STEM OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/f-1-stem-opt-extension,uni,columbia,After You Receive the STEM OPT EAD > Changing or Adding Employers,39,,4/19/2026,"It is possible to change employers during the STEM OPT extension, or add a second concurrent employer. The same STEM OPT Extension requirements apply for each employment situation.

| ✓ | The new (or additional) employer must be enrolled in E-Verify before you begin to work. |
| ✓ | Your employment must be paid for at least 20 hours/week. |
| ✓ | You and the new employer must complete a new form I-983 Training Plan for STEM OPT Students and upload it in Compass within 10 days of beginning the new STEM OPT employment. Follow the instructions on theSTEM OPT Reporting page. |",373
uni_010_040,uni_010,F-1 STEM OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/f-1-stem-opt-extension,uni,columbia,After You Receive the STEM OPT EAD > Traveling During the STEM OPT Extension,40,,4/19/2026,Traveling on OPT STEM Extension? Visit our [Travel page](https://isso.columbia.edu/content/travel-during-f-1-opt) for the documentation you need to return to the U.S. Do not travel until you have the STEM OPT EAD.,374
uni_010_041,uni_010,F-1 STEM OPT Extension | ISSO,opt extension,https://isso.columbia.edu/content/f-1-stem-opt-extension,uni,columbia,After You Receive the STEM OPT EAD > Expiration of Your EAD,41,,4/19/2026,"When your EAD expires, you have a 60 day grace period in which:

| ✓ | to remain in the U.S. to prepare for departure or travel domestically, or |
| ✓ | transfer to another school, or |
| ✓ | change your visa status |

You cannot work during the grace period, or leave and return to the U.S. in F-1 status. On the 61st day after the EAD expires, SEVIS automatically completes your F-1 SEVIS record.

If you decide to discontinue your STEM OPT before the EAD expires, you do not have a grace period and must report your departure through ** STEM OPT Reporting. ** This will complete your F-1 SEVIS record.",375
uni_011_001,uni_011,OPT Reporting | ISSO,opt reporting,https://isso.columbia.edu/content/opt-reporting,uni,columbia,BEFORE YOU REPORT,1,,4/19/2026,"Now that your [OPT](https://isso.columbia.edu/content/f-1-opt-optional-practical-training-after-your-degree-program) has been approved, keep the following things in mind.",376
uni_011_002,uni_011,OPT Reporting | ISSO,opt reporting,https://isso.columbia.edu/content/opt-reporting,uni,columbia,BEFORE YOU REPORT > You are limited to a total of 90 days without employment,2,,4/19/2026,You begin to count days without employment from the start date on your EAD. It will include any days before the start date of your employment and any days between jobs.,377
uni_011_003,uni_011,OPT Reporting | ISSO,opt reporting,https://isso.columbia.edu/content/opt-reporting,uni,columbia,BEFORE YOU REPORT > All OPT employment must be directly related to your field of study,3,,4/19/2026,"Employment on Post-Completion OPT is paid or unpaid work in your field of study for at least 20 hours per week.

When reporting employment, you will need to explain how this job directly relates to your Columbia major / degree.

Example: *I work as a** job title** for **employer name.** My duties include **list your duties**. At this job, I use **list relevant skills/knowledge from your coursework**, which directly relates to my **Columbia degree name.*",378
uni_011_004,uni_011,OPT Reporting | ISSO,opt reporting,https://isso.columbia.edu/content/opt-reporting,uni,columbia,BEFORE YOU REPORT > Types of employment allowed,4,,4/19/2026,"- Type: Paid employment | Description: You must work at least 20 hours per week when on post-completion OPT.
- Type: Unpaid employment | Description: Unpaid work must be at least 20 hours per week and the work cannot violate any labor laws. Learn more about this on ourunpaid internships and volunteering webpageBe prepared to provide evidence from the employer that you worked at least 20 hours per week during the period of employment.Please note:STEM OPT extensionrequires paid employment
- Type: Remote employment | Description: OPT is work authorization in the U.S. for a U.S. based employer. That being said, we have seen U.S. employers allow or require for F-1 OPT students to work remotely. If traveling internationally while working remotely, entry into the US is always up to Customs and Border Protection. As such, ensure you consider that the longer you are outside the U.S., the more scrutinized your entry may potentially be.
- Type: Multiple employers | Description: You may work for more than one employer, concurrently or one at a time. All employment must be related to your degree program.
- Type: Short-term multiple employers | Description: Musicians and other performing artists should maintain a list of all ""gigs"", the dates and duration. If requested by DHS, you must be prepared to provide evidence showing a list of all gigs.
- Type: Employment through an agency or consulting firm | Description: Also known as employment, temp, or staffing agencies. You are required to average at least 20 hours/week at the location where you are placed.
- Type: Self-employed business owner | Description: You must be able to prove that you have the proper business license and that the business is related to your degree program. You may need to consult an attorney.
- Type: Independent contractor/ free-lance | Description: If requested by DHS, be prepared to provide evidence showing the duration of the contract periods and the name and address of the contracting company.",379
uni_011_005,uni_011,OPT Reporting | ISSO,opt reporting,https://isso.columbia.edu/content/opt-reporting,uni,columbia,Reporting Requirements During Post-Completion OPT,5,,4/19/2026,You must report the following OPT employment updates and other changes no later than 10 days after the change.,380
uni_011_006,uni_011,OPT Reporting | ISSO,opt reporting,https://isso.columbia.edu/content/opt-reporting,uni,columbia,Reporting Requirements During Post-Completion OPT > 1This is my first employment under OPT,6,,4/19/2026,"If you obtain employment, this is the first report to use. You will be asked to upload a copy of your OPT EAD card.

The start date you report is the date you start working (not the date you receive or accept an offer of employment).

When asked for your employer name, please indicate the name of the company or organization that you work for (not the name of your supervisor or manager).",381
uni_011_007,uni_011,OPT Reporting | ISSO,opt reporting,https://isso.columbia.edu/content/opt-reporting,uni,columbia,Reporting Requirements During Post-Completion OPT > 2I have a new employer,7,,4/19/2026,Use this report if you are ending employment with a previous employer **and **have a new employer. You will be asked for the end date of your previous employment and the start date of your new employment.,382
uni_011_008,uni_011,OPT Reporting | ISSO,opt reporting,https://isso.columbia.edu/content/opt-reporting,uni,columbia,Reporting Requirements During Post-Completion OPT > 3My employer's name or address has changed,8,,4/19/2026,Use this report if you have already reported employment however your employer’s name or address has changed.,383
uni_011_009,uni_011,OPT Reporting | ISSO,opt reporting,https://isso.columbia.edu/content/opt-reporting,uni,columbia,Reporting Requirements During Post-Completion OPT > 4I have an additional employer,9,,4/19/2026,Use this report if you have already reported your first employment and are now adding or starting new employment.,384
uni_011_010,uni_011,OPT Reporting | ISSO,opt reporting,https://isso.columbia.edu/content/opt-reporting,uni,columbia,Reporting Requirements During Post-Completion OPT > 5I am no longer employed,10,,4/19/2026,Use this report if you are ending employment with a specific employer. You will be asked for the employer name and employment end date.,385
uni_011_011,uni_011,OPT Reporting | ISSO,opt reporting,https://isso.columbia.edu/content/opt-reporting,uni,columbia,Reporting Requirements During Post-Completion OPT > 6I have departed the U.S. and will not use/resume OPT,11,,4/19/2026,"Use this report to notify the ISSO that you have departed the U.S. and will not use or resume OPT. The ISSO will permanently complete your F-1 SEVIS record.

Your Columbia I-20 can no longer be used to re-enter the US. Your EAD card will no longer be valid for employment. Your current F-1 SEVIS record will no longer be valid to [transfer to another school](https://isso.columbia.edu/content/transferring-your-f-1-sevis-record-another-school) or [begin a new program](https://isso.columbia.edu/content/extending-begin-new-program-f-j-students). You may obtain a new I-20 via a new SEVIS record should you gain admission to an F-1 eligible program in the future. If applicable, any F-2 dependent record(s) will also be completed.* *

Only submit the* ""I have departed the U.S. and will not use/resume OPT"" *report after you have departed the U.S.",386
uni_011_012,uni_011,OPT Reporting | ISSO,opt reporting,https://isso.columbia.edu/content/opt-reporting,uni,columbia,Reporting Requirements During Post-Completion OPT > 7I now hold a new immigration status in the U.S.,12,,4/19/2026,Use this report to notify the ISSO about your new approved status. The ISSO will permanently complete your F-1 SEVIS record. You will be asked for proof of your new immigration status.,387
uni_011_013,uni_011,OPT Reporting | ISSO,opt reporting,https://isso.columbia.edu/content/opt-reporting,uni,columbia,How to Report During Post-Completion OPT,13,,4/19/2026,Log in to Compass to submit your updates and changes while on Post-Completion OPT.,388
uni_011_014,uni_011,OPT Reporting | ISSO,opt reporting,https://isso.columbia.edu/content/opt-reporting,uni,columbia,After You Report > 1The SEVP Portal is optional,14,,4/19/2026,The SEVP Portal allows you to review your SEVIS record. You are required to report all employment updates to the ISSO. The ISSO will update your SEVIS record. You can confirm your OPT employment updates through the SEVP Portal.,389
uni_011_015,uni_011,OPT Reporting | ISSO,opt reporting,https://isso.columbia.edu/content/opt-reporting,uni,columbia,After You Report > 2An updated I-20 after reporting is not required,15,,4/19/2026,"The ISSO does not automatically provide an I-20 after OPT is approved or after OPT employment reports are submitted. Only if needed, you may request an updated I-20 that shows your approval and employer information by following the instructions on our [I-20 Reprints](https://isso.columbia.edu/content/travel-signatures-and-i-20ds-2019-reprints-f-and-j-students#) page.",390
uni_011_016,uni_011,OPT Reporting | ISSO,opt reporting,https://isso.columbia.edu/content/opt-reporting,uni,columbia,After You Report > 3Obtain proof of employment from all employers,16,,4/19/2026,"Keep a record of all your employment. For each job, maintain evidence of the job title, dates of employment, contact information for your supervisor, and a description of the work and how it is related to your program of study. It is useful to have these personal records available in case any questions arise during OPT or in a future employment-based application, such as H-1B.",391
uni_011_017,uni_011,OPT Reporting | ISSO,opt reporting,https://isso.columbia.edu/content/opt-reporting,uni,columbia,After You Report > 4Updating your US address only,17,,4/19/2026,"If a change of your US address is the only update you need to report, go to the[ Change of Address](https://isso.columbia.edu/content/changing-your-address) page.",392
uni_011_018,uni_011,OPT Reporting | ISSO,opt reporting,https://isso.columbia.edu/content/opt-reporting,uni,columbia,After You Report > 5Travel and OPT,18,,4/19/2026,"Review the [documents](https://isso.columbia.edu/content/travel-during-f-1-opt) required to re-enter the US as an F-1 student on OPT.

Check page 2 of your current I-20 and ensure the travel signature is dated within 6 months of your planned re-entry. If you require an updated I-20, you can request one by following the instructions on our [I-20 Reprints](https://isso.columbia.edu/content/travel-signatures-and-i-20ds-2019-reprints-f-and-j-students#) page.",393
uni_012_001,uni_012,STEM OPT Reporting | ISSO,stem opt reporting,https://isso.columbia.edu/content/stem-opt-reporting,uni,columbia,On this Page,1,,4/19/2026,"Now that your [STEM OPT Extension](https://isso.columbia.edu/content/f-1-stem-opt-extension) has been approved, keep the following things in mind:",394
uni_012_002,uni_012,STEM OPT Reporting | ISSO,stem opt reporting,https://isso.columbia.edu/content/stem-opt-reporting,uni,columbia,On this Page > Submit a STEM OPT validation report in Compass every 6 months,2,,4/19/2026,"The 6-, 12-, 18-, and 24-month STEM OPT validation reports are based on the start date of your STEM OPT Extension's EAD card.

The earliest we can accept the 6-, 12-, 18-, and 24-month STEM OPT validation reports is 30 days before they are due.

The latest we can update your F-1 SEVIS record and SEVP Portal information is up to 30 days after they are due.",395
uni_012_003,uni_012,STEM OPT Reporting | ISSO,stem opt reporting,https://isso.columbia.edu/content/stem-opt-reporting,uni,columbia,On this Page > Report employment changes within 10 days,3,,4/19/2026,"In addition to STEM OPT validation reports, you need to report any change to your name, address, place of employment, or end of employment within 10 days.",396
uni_012_004,uni_012,STEM OPT Reporting | ISSO,stem opt reporting,https://isso.columbia.edu/content/stem-opt-reporting,uni,columbia,On this Page > You are limited to a total of 150 days without employment,4,,4/19/2026,You are limited to a total of 150 days without employment during the period encompassing both Post-Completion OPT and the STEM OPT extension.,397
uni_012_005,uni_012,STEM OPT Reporting | ISSO,stem opt reporting,https://isso.columbia.edu/content/stem-opt-reporting,uni,columbia,On this Page > You and your employer have STEM OPT reporting obligations,5,,4/19/2026,"All STEM OPT employers must be enrolled in [E-Verify](https://www.e-verify.gov/).

A complete and signed [I-983 STEM OPT Training Plan](https://www.ice.gov/doclib/sevis/pdf/i983.pdf) is required for all STEM OPT employment.",398
uni_012_006,uni_012,STEM OPT Reporting | ISSO,stem opt reporting,https://isso.columbia.edu/content/stem-opt-reporting,uni,columbia,Reporting Requirements During STEM OPT > 1Submit your 6-month validation report,6,,4/19/2026,"6 months *after *your STEM OPT EAD card’s start date, use Compass to report your current U.S. address and confirm your employer information.

You will also be asked to provide a copy of your STEM OPT EAD card.",399
uni_012_007,uni_012,STEM OPT Reporting | ISSO,stem opt reporting,https://isso.columbia.edu/content/stem-opt-reporting,uni,columbia,Reporting Requirements During STEM OPT > 2Submit your 12-month validation report,7,,4/19/2026,"12 months *after *your STEM OPT EAD card’s start date, use Compass to report your current U.S. address.

You and your employer will also need to complete your Evaluation of Student Progress.

The Evaluation of Student Progress can be found on the** top half of page 5** of the

[I-983 STEM OPT Training Plan](https://www.ice.gov/doclib/sevis/pdf/i983.pdf).",400
uni_012_008,uni_012,STEM OPT Reporting | ISSO,stem opt reporting,https://isso.columbia.edu/content/stem-opt-reporting,uni,columbia,Reporting Requirements During STEM OPT > 3Submit your 18-month Validation report,8,,4/19/2026,"18 months *after *your STEM OPT EAD card’s start date, use Compass to report your current U.S. address and confirm your employer information.",401
uni_012_009,uni_012,STEM OPT Reporting | ISSO,stem opt reporting,https://isso.columbia.edu/content/stem-opt-reporting,uni,columbia,Reporting Requirements During STEM OPT > 4Submit your 24-month Validation Report,9,,4/19/2026,"24 months *after *your STEM OPT EAD card’s start date, use Compass to report the end of your OPT STEM Extension authorization period.

You and your employer will need to complete your Final Evaluation.

The Final Evaluation can be found on the** bottom half of page 5** of the

[I-983 STEM OPT Training Plan](https://www.ice.gov/doclib/sevis/pdf/i983.pdf).",402
uni_012_010,uni_012,STEM OPT Reporting | ISSO,stem opt reporting,https://isso.columbia.edu/content/stem-opt-reporting,uni,columbia,Reporting Requirements During STEM OPT > 5Report New Employer(s),10,,4/19/2026,"Use this report if you are ending employment with a previous employer ** and **have a new employer.

You will be asked for the end date of your previous employment and the start date of your new employment.

For your previous employer, you and your previous employer will need to complete your Final Evaluation. The Final Evaluation can be found on the** bottom half of page 5** of the

[I-983 STEM OPT Training Plan](https://www.ice.gov/doclib/sevis/pdf/i983.pdf).

For your new employer, you and your new employer will need to complete a new Training Plan. This will require ** pages 1-4 **of

**the**

[I-983 STEM OPT Training Plan](https://www.ice.gov/doclib/sevis/pdf/i983.pdf).

If you are only adding a new employer, you will Report your Additional Employer.

If you are only ending employment, you will Report your Employment Ended.",403
uni_012_011,uni_012,STEM OPT Reporting | ISSO,stem opt reporting,https://isso.columbia.edu/content/stem-opt-reporting,uni,columbia,Reporting Requirements During STEM OPT > 6Report your Additional Employer,11,,4/19/2026,"Use this report if you have an additional employer.

You and your additional employer will need to complete a new Training Plan. This will require ** pages 1-4 **of

**the**

[I-983 STEM OPT Training Plan](https://www.ice.gov/doclib/sevis/pdf/i983.pdf).",404
uni_012_012,uni_012,STEM OPT Reporting | ISSO,stem opt reporting,https://isso.columbia.edu/content/stem-opt-reporting,uni,columbia,Reporting Requirements During STEM OPT > 7Report your Employment Ended,12,,4/19/2026,"Use this report if you are ending employment with an employer.

You and your employer will need to complete your Final Evaluation. The Final Evaluation can be found on the** bottom half of page 5** of the

[I-983 STEM OPT Training Plan](https://www.ice.gov/doclib/sevis/pdf/i983.pdf).",405
